rowid,hostname,pl_letter,cb_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,ra,dec,sy_dist,pl_eqt,st_lum,pl_dens,st_dens,st_age,st_teff
4968,Pr0211,c,0,2,2,4850.0,5.5,,2475.8957,130.547744,19.276957,182.714,,,,,0.578,5300.0
4969,Proxima Cen,b,0,3,1,11.1868,0.04856,,1.07,217.3934657,-62.6761821,1.30119,,-2.796,,,,2900.0
4970,Qatar-1,b,0,1,1,1.4200242,0.02332,12.812,411.27202,303.3818697,65.1623313,185.615,1418.0,-0.438,1.076,2.286,,5013.0
4971,Qatar-10,b,0,1,1,1.645321,0.0286,17.295,233.92288,284.4439052,69.5708373,559.068,1955.0,0.3,0.248,0.823,3.2,6124.0
4972,Qatar-2,b,0,1,1,1.33711647,0.02153,14.056,792.635,207.6554928,-6.8040714,181.374,1344.0,,1.573,2.241,5.0,4645.0
4973,Qatar-3,b,0,1,1,2.5079204,0.03783,12.285,1369.8473,359.1519716,36.2129562,735.601,1681.0,0.279,4.0,0.78,0.31,6007.0
4974,Qatar-4,b,0,1,1,1.8053564,0.02803,12.722,1938.763,4.859275,44.0275965,329.036,1385.0,-0.318,5.1,2.07,0.17,5215.0
4975,Qatar-5,b,0,1,1,2.8792319,0.04127,12.408,1373.0256,7.0539375,42.0613451,367.658,1415.0,0.056,3.95,1.286,0.53,5747.0
4976,Qatar-6,b,0,2,1,3.506195,0.0423,11.904,212.31044,222.2100773,22.1526136,100.848,1006.0,-0.514,,3.08,1.02,5052.0
4977,Qatar-7,b,0,1,1,2.032046,0.0352,19.055,597.5204,358.5151344,37.0218242,705.981,2053.0,0.563,0.502,0.521,1.69,6387.0
4978,Qatar-8,b,0,1,1,3.71495,0.0474,14.404,117.91493,157.4123405,70.5270835,281.498,1457.0,0.228,0.216,0.641,8.3,5738.0
4979,Qatar-9,b,0,1,1,1.540731,0.0234,11.31,378.2177,160.748095,60.9641194,213.771,1134.0,-0.821,1.43,3.015,7.5,4309.0
4980,ROXs 12,b,0,2,1,,210.0,,5085.0,246.6167993,-25.446695,136.65,,,,,0.008,3850.0
4981,ROXs 42 B,b,1,2,1,,157.0,,2860.0,247.8125493,-24.545577,143.59,1975.0,,,,0.003,
4982,RR Cae,b,1,2,1,4343.5,5.3,,1334.886,65.2733756,-48.6542601,21.1916,,,,,,
4983,Ross 128,b,0,1,1,9.8658,0.0496,,1.4,176.9376036,0.7992898,3.37454,301.0,-2.441,,,5.0,3192.0
4984,Ross 458,c,1,2,1,,1100.0,14.011,1906.98,195.1912147,12.3755996,11.5094,,,,,0.5,
4985,Ross 508,b,0,1,1,10.77,0.05366,,4.0,230.9613022,17.4605347,11.2103,,-2.445,,26.5,,3071.0
4986,SPECULOOS-3,b,0,1,1,0.71912603,0.00733,0.977,,312.3632611,33.6123832,,553.0,-3.078,,77.1175,6.6,2800.0
4987,SR 12 AB,c,1,2,1,,,,4131.62,246.8312363,-24.6946687,,,,,,0.002,
4988,SWEEPS-11,b,0,1,1,1.796,0.03,12.666,3082.82,269.7583333,-29.1981944,,,,,,,
4989,SWEEPS-4,b,0,1,1,4.2,0.055,9.079,1207.7,269.7246667,-29.1890556,,,,,,,
4990,TAP 26,b,0,1,1,10.79,0.0968,,527.5978,64.715445,17.3878826,121.402,,-0.25,,,0.017,4620.0
4991,TCP J05074264+2447555,b,0,1,1,,0.94,,20.0,76.928,24.7989611,505.0,,,,,,
4992,TIC 139270665,b,0,1,2,23.624,0.163,7.23,147.15455,124.0338967,33.2914532,189.875,703.0,0.032,2.13,1.39,3.4,5844.0
4993,TIC 139270665,c,0,1,2,1010.0,2.0,,1554.18091,124.0338967,33.2914532,189.875,200.0,0.032,,1.39,3.4,5844.0
4994,TIC 172900988 Aa,b,1,2,1,200.452,0.90281,11.25,942.0,128.6616644,31.5539793,250.956,,,3.64,,3.1,6050.0
4995,TIC 237913194,b,0,1,1,15.168865,0.1207,12.52,617.22586,22.4458116,-60.7399096,306.063,974.0,0.078,1.847,1.076,5.7,5788.0
4996,TIC 241249530,b,0,2,1,165.7719,0.641,13.294,1582.78547,95.3088995,53.2950203,324.448,,0.408,,,3.2,6166.0
4997,TIC 257060897,b,0,1,1,3.660028,0.051,16.701,212.94503,227.5321527,72.7103128,505.703,1762.0,0.61,0.25,0.3102,3.47,
4998,TIC 279401253,b,0,1,2,76.8,0.369,11.209,1951.46642,57.6572277,-15.0262251,285.584,,0.097,,,1.2,5951.0
4999,TIC 279401253,c,0,1,2,155.3,0.591,,2548.98382,57.6572277,-15.0262251,285.584,,0.097,,,1.2,5951.0
5000,TIC 365102760,b,0,1,1,4.21285367,0.0622,6.21,19.2,305.8398236,54.3943194,555.546,,,4.37,0.0578,6.3,4900.0
5001,TIC 393818343,b,0,1,1,16.24921,0.1291,12.184,1379.37529,310.2917002,3.6382967,93.7345,806.0,0.067,4.22,1.198,3.8,5756.0
5002,TIC 46432937,b,0,1,1,1.44044527,0.02065,13.316,1017.0509,83.8689794,-14.5971909,90.5369,872.0,-1.385,2.37,5.34,7.4,3572.0
5003,TIC 4672985,b,0,1,1,69.048,0.33,11.5,4049.13391,38.4706782,-10.6573827,253.385,517.0,0.114,,0.939,7.71,5757.0
5004,TOI-1052,b,0,1,2,9.139703,0.09103,2.87,16.9,337.5102738,-75.6465606,129.804,1135.0,,3.93,,2.3,6146.0
5005,TOI-1052,c,0,1,2,35.806,0.2263,,34.3,337.5102738,-75.6465606,129.804,719.0,,,,2.3,6146.0
5006,TOI-1062,b,0,1,2,4.11296,0.052,2.265,10.15,38.1209678,-78.0236828,82.1733,1077.0,,4.85,2.22,2.5,5328.0
5007,TOI-1062,c,0,1,2,7.972,0.08,,9.78,38.1209678,-78.0236828,82.1733,859.0,,,2.22,2.5,5328.0
5008,TOI-1064,b,0,1,2,6.443868,0.06152,2.587,13.5,296.0039349,-47.5620305,68.0726,784.0,-0.623,4.30062,2.7069,9.4,4734.0
5009,TOI-1064,c,0,1,2,12.226574,0.09429,2.651,2.5,296.0039349,-47.5620305,68.0726,634.0,-0.623,0.77191,2.7069,9.4,4734.0
5010,TOI-1075,b,0,1,1,0.6047328,0.01159,1.791,9.95,309.9712091,-65.4496994,61.4592,1323.0,,9.32,3.73,6.0,3875.0
5011,TOI-1107,b,0,1,1,4.0782387,0.0561,14.572,1064.72516,155.6078632,-82.2188693,281.314,1728.0,0.671,1.89,0.337,2.6,6311.0
5012,TOI-1130,b,0,1,2,4.074554,0.0453,3.66,19.8,286.3760037,-41.4376399,58.2609,825.0,,2.23,3.1016,5.4,4360.0
5013,TOI-1130,c,0,1,2,8.3501898,0.0731,13.0,336.0,286.3760037,-41.4376399,58.2609,650.0,,0.82704,3.1016,5.4,4360.0
5014,TOI-1135,b,0,1,1,8.0277283,0.082337,9.341,,193.3963704,85.1294952,114.048,1074.0,,,,,5962.7
5015,TOI-1136,b,0,1,6,4.1727,0.05106,,3.5,192.1848981,64.8552755,84.5362,1216.0,,2.8,1.5649,0.7,5770.0
5016,TOI-1136,c,0,1,6,6.2574,0.0669,,6.32,192.1848981,64.8552755,84.5362,1062.0,,1.45,1.5649,0.7,5770.0
5017,TOI-1136,d,0,1,6,12.5199,0.1062,,8.35,192.1848981,64.8552755,84.5362,843.0,,1.81,1.5649,0.7,5770.0
5018,TOI-1136,e,0,1,6,18.801,,,6.07,192.1848981,64.8552755,84.5362,737.0,,1.81,1.5649,0.7,5770.0
5019,TOI-1136,f,0,1,6,26.321,0.174,,9.7,192.1848981,64.8552755,84.5362,658.0,,0.89,1.5649,0.7,5770.0
5020,TOI-1136,g,0,1,6,39.545,0.229,,5.6,192.1848981,64.8552755,84.5362,574.0,,1.9,1.5649,0.7,5770.0
5021,TOI-1173,b,0,2,1,7.06466,0.0696,9.19,27.4,197.6830975,70.7680117,132.353,868.0,,0.195,,8.7,5350.0
5022,TOI-1174,b,0,1,1,8.953458,0.08,2.506,32.0,209.2171751,68.6182106,94.6375,714.0,-0.403,11.0,2.4367,2.7,5158.0
5023,TOI-1180,b,0,1,1,9.686753,0.082,3.036,10.0,214.5557741,82.1937642,72.0238,638.0,-0.577,1.93,2.6608,5.0,4804.0
5024,TOI-1181,b,0,1,1,2.103189,,17.026,374.71969,297.2158166,64.3543506,302.819,,0.642,,,2.7,6054.0
5025,TOI-1184,b,0,1,1,5.748432,0.056,2.41,6.8,272.2045196,60.6787845,58.5946,715.0,-0.701,2.63,3.0026,5.3,4617.0
5026,TOI-1194,b,0,1,1,2.3106446,0.034,8.717,120.0,167.8214811,69.9647749,149.667,1264.0,-0.151,0.99,1.5487,4.9,5394.0
5027,TOI-1199,b,0,1,1,3.671463,0.04988,10.514,75.96099,166.8806581,61.3525723,248.427,1486.0,0.304,0.358,,4.2,5710.0
5028,TOI-1201,b,0,2,1,2.4919863,0.0287,2.415,6.28,42.2476999,-14.5372835,37.8871,703.0,-1.469,2.45,5.5,,3476.0
5029,TOI-122,b,0,1,1,5.07803,0.0392,2.72,,332.9482355,-58.946085,62.118,471.0,-1.854,,12.8,2.0,3403.0
5030,TOI-1221,b,0,1,1,91.68278,0.387,2.91,1112.39942,107.9210254,-65.5088568,138.411,440.0,,,1.32,10.0,5592.0
5031,TOI-1224,b,0,1,2,4.1782745,0.0355,2.104,,37.1978356,-80.8991053,37.3312,541.0,-1.697,,6.8518,0.21,3326.0
5032,TOI-1224,c,0,1,2,17.945466,,2.884,,37.1978356,-80.8991053,37.3312,,-1.697,,6.8518,0.21,3326.0
5033,TOI-1227,b,0,1,1,27.36397,0.0886,9.572,,186.7673635,-72.4518501,100.641,,-2.6,,1.3252,0.011,3072.0
5034,TOI-1231,b,0,1,1,24.245586,0.1288,3.65,15.4,156.74726,-52.4678724,27.6227,330.0,-1.487,1.74,6.31,,3553.0
5035,TOI-1235,b,0,1,1,3.444714,,1.69,6.69,152.2182549,69.2766204,39.6345,,-1.054,7.25,3.74,5.3,3997.0
5036,TOI-1244,b,0,1,1,6.4003,0.061,2.376,6.6,256.279559,69.519093,102.551,715.0,-0.629,2.66,2.78,5.9,4722.0
5037,TOI-1246,b,0,1,4,4.30744,0.049,3.01,8.1,251.1158702,70.4299917,169.422,955.0,,1.63,,,5151.0
5038,TOI-1246,c,0,1,4,5.904137,0.061,2.451,9.1,251.1158702,70.4299917,169.422,862.0,-0.301,3.39,1.9182,6.3,5213.0
5039,TOI-1246,d,0,1,4,18.654874,0.132,3.431,5.4,251.1158702,70.4299917,169.422,588.0,-0.301,0.73,1.9182,6.3,5213.0
5040,TOI-1246,e,0,1,4,37.92548,0.212,3.514,14.5,251.1158702,70.4299917,169.422,464.0,-0.301,1.83,1.9182,6.3,5213.0
5041,TOI-1248,b,0,1,1,4.3601561,0.051,6.808,27.4,259.0235918,63.1056072,168.735,952.0,-0.3,0.47,1.9309,5.5,5205.0
5042,TOI-1249,b,0,1,1,13.079151,0.109,3.271,11.9,200.5615762,66.3085331,139.49,727.0,-0.101,1.84,1.4998,4.0,5497.0
5043,TOI-125,b,0,1,3,4.65382,0.05186,2.726,9.5,23.5934253,-66.6763495,111.059,1037.0,-0.285,2.57,1.99,6.8,5320.0
5044,TOI-125,c,0,1,3,9.15059,0.0814,2.759,6.63,23.5934253,-66.6763495,111.059,828.0,-0.285,1.73,1.99,6.8,5320.0
5045,TOI-125,d,0,1,3,19.98,0.137,2.93,13.6,23.5934253,-66.6763495,111.059,638.0,-0.285,2.98,1.99,6.8,5320.0
5046,TOI-1259 A,b,0,2,1,3.477978,0.0407,11.456,140.16233,282.1001665,79.2564761,118.106,963.0,,0.513,2.92,4.8,4775.0
5047,TOI-1260,b,0,1,3,3.127463,0.0367,2.41,8.56,157.1440712,65.8541986,73.5977,871.0,-0.889,3.35,3.43,6.7,4227.0
5048,TOI-1260,c,0,1,3,7.493134,0.0657,2.76,13.2,157.1440712,65.8541986,73.5977,651.0,-0.889,3.45,3.43,6.7,4227.0
5049,TOI-1260,d,0,1,3,16.608164,0.1116,3.12,11.84,157.1440712,65.8541986,73.5977,499.0,-0.889,2.14,3.43,6.7,4227.0
5050,TOI-1266,b,0,1,2,10.894841,0.0728,2.62,4.23,197.9965833,65.8336973,36.0118,425.0,-1.538,1.3,7.33,,3618.0
5051,TOI-1266,c,0,1,2,18.801611,0.1047,2.13,2.88,197.9965833,65.8336973,36.0118,354.0,-1.538,1.6,7.33,,3618.0
5052,TOI-1268,b,0,1,1,8.1577094,0.0711,9.1,96.4,198.3885831,62.3053799,109.557,919.0,,0.71,1.31,0.245,5300.0
5053,TOI-1269,b,0,1,1,4.2529913,0.0496,2.401,6.4,249.6966397,64.559181,172.138,1005.0,-0.22,2.53,2.043,3.1,5499.0
5054,TOI-1272,b,0,1,2,3.31599,0.0417,4.132,27.0,199.1962036,49.8610591,137.572,975.0,-0.426,2.09,2.4648,1.1,5065.0
5055,TOI-1272,c,0,1,2,8.6811,0.079,,21.7,199.1962036,49.8610591,137.572,,-0.426,,2.4648,1.1,5065.0
5056,TOI-1273,b,0,1,1,4.631296,0.0549,11.097,70.55791,214.1208564,58.3902534,177.118,1211.0,0.029,0.28,,3.1,5690.0
5057,TOI-1278,b,0,1,1,14.47567,0.095,12.218,5879.82553,320.4784442,35.648625,75.5759,,-1.212,18.0,,,3799.0
5058,TOI-1279,b,0,1,1,9.61419,0.085,2.661,10.6,185.0628734,56.2014094,107.055,759.0,-0.243,3.05,2.0546,4.2,5457.0
5059,TOI-128,b,0,1,1,4.9404681,0.05381,2.219,,79.5209381,-80.964384,68.4727,1345.0,,,,,6086.0
5060,TOI-1288,b,0,1,2,2.6998279,0.0374,4.968,44.1,313.1670294,65.6087833,114.865,1203.0,-0.155,1.97,1.517,6.5,5388.0
5061,TOI-1288,c,0,1,2,416.0,1.07,,85.7,313.1670294,65.6087833,114.865,,-0.155,,1.517,6.5,5388.0
5062,TOI-1294,b,0,1,2,3.915292,0.051,10.124,63.9,223.0926408,70.4765573,332.648,1393.0,0.368,0.34,0.4318,6.2,5718.0
5063,TOI-1294,c,0,1,2,159.9,0.61,,147.0,223.0926408,70.4765573,332.648,,0.368,,0.4318,6.2,5718.0
5064,TOI-1296,b,0,1,1,3.9443736,0.051,14.116,95.3,256.7706392,70.2384806,323.265,1415.0,0.402,0.19,0.3279,7.1,5567.0
5065,TOI-1298,b,0,1,1,4.537143,0.057,9.658,99.0,241.3229012,70.1900397,319.036,1278.0,0.321,0.6,0.5496,4.3,5752.0
5066,TOI-132,b,0,1,1,2.1097019,0.026,3.42,22.4,338.3996623,-43.436872,163.678,1395.0,-0.222,3.08,1.89,6.34,5397.0
5067,TOI-1333,b,0,2,1,4.720219,0.0626,15.648,753.2571,325.0145363,48.4067674,200.492,1679.0,0.713,1.08,0.289,2.33,6274.0
5068,TOI-1338 A,b,1,2,2,95.4001,,7.661,11.3,92.1330955,-59.5409853,399.017,,,,,,
5069,TOI-1338 A,c,1,2,2,215.79,,,75.4,92.1330955,-59.5409853,399.017,,,,,,
5070,TOI-1347,b,0,1,2,0.84742346,,1.8,11.1,280.3266806,70.2900536,147.476,1400.0,-0.26,9.9,2.3,1.4,5464.0
5071,TOI-1347,c,0,1,2,4.841962,,1.6,6.4,280.3266806,70.2900536,147.476,1000.0,-0.26,4.1,2.3,1.4,5464.0
5072,TOI-1386,b,0,1,2,25.8401,0.173,6.216,45.8,334.5041029,54.3190454,146.858,615.0,0.01,1.04,1.3498,3.2,5735.0
5073,TOI-1386,c,0,1,2,232.0,0.75,,75.2,334.5041029,54.3190454,146.858,,0.01,,1.3498,3.2,5735.0
5074,TOI-139,b,0,1,1,11.07085,,2.457,,336.4024144,-34.9097131,42.4061,561.0,,,,,4570.0
5075,TOI-1408,b,0,1,2,4.42587,0.05778,25.0,593.0,313.5110469,72.5806455,139.484,,0.471,0.18,0.52,2.7,6117.0
5076,TOI-1408,c,0,1,2,2.1664,0.03587,2.22,7.6,313.5110469,72.5806455,139.484,,0.471,3.8,0.52,2.7,6117.0
5077,TOI-1410,c,0,1,2,47.56,0.239,,27.0,334.8828486,42.5603141,72.7512,,-0.622,,2.5679,6.6,4635.0
5078,TOI-1410,b,0,1,2,1.21687,0.0207,3.101,12.5,334.8828486,42.5603141,72.7512,1237.0,-0.622,2.3,2.5679,6.6,4635.0
5079,TOI-1411,b,0,1,1,1.4520527,0.02122,1.199,2.0,232.946047,47.0555507,32.4778,976.0,-1.013,6.36,3.6333,9.6,4115.0
5080,TOI-1416,b,0,1,1,1.0697568,0.019,1.62,3.48,216.9234892,41.9529862,55.0135,1517.0,,4.5,2.31,6.9,4884.0
5081,TOI-1420,b,0,1,1,6.9561063,0.071,11.89,25.1,322.9418092,66.3490054,201.918,957.0,-0.152,0.082,1.77,10.7,5510.0
5082,TOI-1422,b,0,1,1,12.9972,0.108,3.96,9.0,354.240829,39.6392793,155.141,867.0,0.048,0.795,1.3,5.1,5840.0
5083,TOI-1431,b,0,1,1,2.650237,0.046,16.701,991.62463,316.2036922,55.5880221,148.925,2370.0,1.068,1.17,0.37,0.29,7690.0
5084,TOI-1437,b,0,1,1,18.840942,0.14,2.24,9.6,256.1387513,56.842549,103.297,,0.285,,1.2829,,6008.0
5085,TOI-1439,b,0,1,1,27.644,0.192,4.243,38.5,241.7639371,67.8776404,230.306,748.0,0.441,2.76,0.4045,4.6,5841.0
5086,TOI-1442,b,0,1,1,0.4090677,0.0071,1.17,,287.2921006,74.1742762,41.1659,1072.0,,,,,3330.0
5087,TOI-1443,b,0,1,1,23.540678,0.147,2.304,30.0,297.398678,76.1391776,85.8034,521.0,-0.42,14.0,2.4897,7.4,5224.0
5088,TOI-1444,b,0,1,1,0.4702743,0.0116,1.418,3.58,305.4749252,70.9437054,125.463,2130.0,-0.176,6.84,1.7621,3.8,5460.0
5089,TOI-1448,b,0,1,1,8.112245,0.0567,2.749,19.5,316.324003,57.7710946,73.3345,426.0,-1.755,9.51,9.5,,3412.0
5090,TOI-1450 A,b,0,2,2,2.0439274,,1.13,1.258,286.8540627,59.0866254,22.4467,722.0,,,6.42,,3437.0
5091,TOI-1450 A,c,0,2,2,5.0688,,,1.527,286.8540627,59.0866254,22.4467,533.0,,,6.42,,3437.0
5092,TOI-1451,b,0,1,1,16.537944,0.127,2.611,15.2,186.5242821,61.2589289,91.9362,723.0,0.024,4.67,1.3363,4.0,5801.0
5093,TOI-1452,b,0,2,1,11.06201,0.061,1.672,4.82,290.1739741,73.1951082,30.5212,326.0,-2.155,5.6,16.8,,3185.0
5094,TOI-1467,b,0,1,1,5.97199,0.0495,1.676,9.0,19.1146441,49.2331382,37.4418,506.0,-1.42,11.0,6.6514,13.4,3776.0
5095,TOI-1468,b,0,1,2,1.8805136,,1.28,3.21,16.6538724,19.2249195,24.7399,682.0,-1.797,,,,3496.0
5096,TOI-1468,c,0,1,2,15.532482,,2.064,6.64,16.6538724,19.2249195,24.7399,338.0,-1.797,,,,3496.0
5097,TOI-1470,b,0,1,2,2.527093,0.0285,2.18,7.32,10.0891431,61.2133868,51.9503,734.0,-1.425,3.86,,1.3,3709.0
5098,TOI-1470,c,0,1,2,18.08816,0.106,2.47,7.24,10.0891431,61.2133868,51.9503,373.0,-1.425,2.66,,1.3,3709.0
5099,TOI-1472,b,0,1,1,6.36381,0.065,4.16,16.5,14.1142611,48.6375168,121.84,811.0,-0.356,1.24,2.1838,2.3,5133.0
5100,TOI-1478,b,0,1,1,10.180249,0.0903,11.882,270.47333,126.4337428,-13.5595485,152.892,918.0,-0.013,0.88,1.16,9.1,5597.0
5101,TOI-150,b,0,1,1,5.857487,0.07037,14.067,797.7533,112.965421,-73.6060358,336.267,1404.0,0.497,1.68,0.5332,2.346,6255.0
5102,TOI-1516,b,0,1,1,2.056014,,15.244,1004.33777,340.0846204,69.5037313,247.054,,,,1.09,4.82,6520.0
5103,TOI-1518,b,0,1,1,1.902603,0.0389,21.017,731.00534,352.2675207,67.0348062,225.888,2492.0,,,,,7300.0
5104,TOI-157,b,0,1,1,2.0845435,0.03138,14.415,375.0394,73.7014398,-76.6806061,355.683,1588.0,0.02,0.686,0.842,12.82,5404.0
5105,TOI-1601,b,0,1,1,5.33175,0.069,14.199,387.0,38.361569,41.0134321,336.608,1494.0,0.748,0.74,0.1975,2.4,5982.0
5106,TOI-163,b,0,1,1,4.231306,0.058,16.69,387.7526,79.7682532,-71.8955269,411.719,1669.0,0.636,0.49,0.4518,1.823,6495.0
5107,TOI-1634,b,0,2,2,0.9893455,,1.773,7.57,56.3906096,37.1122803,35.2736,,-1.578,7.6,6.98,,3472.0
5108,TOI-1634,c,0,2,2,103.0,,,,56.3906096,37.1122803,35.2736,,-1.578,,6.98,,3472.0
5109,TOI-1669,b,0,1,2,500.0,1.27,,191.0,45.9564744,83.5874273,111.276,,-0.036,,1.1688,7.7,5497.0
5110,TOI-1669,c,0,1,2,2.6800535,0.0376,2.296,13.0,45.9564744,83.5874273,111.276,1285.0,-0.036,6.0,1.1688,7.7,5497.0
5111,TOI-1670,b,0,1,2,10.98462,0.103,2.06,41.31769,259.0172522,72.1611806,168.067,1062.0,,8.6,0.752,2.53,6170.0
5112,TOI-1670,c,0,1,2,40.74976,0.249,11.063,200.2319,259.0172522,72.1611806,168.067,684.0,,0.81,0.752,2.53,6170.0
5113,TOI-1680,b,0,1,1,4.8026345,0.03144,1.466,,292.313979,65.9738018,37.2209,404.0,-2.363,,27.2,,3225.0
5114,TOI-1683,b,0,1,1,3.0575356,0.036508,2.638,,65.9796504,27.8223701,51.1884,929.0,,,,,4402.0
5115,TOI-1685,b,0,1,1,0.66913924,0.01138,1.468,3.03,68.5939529,43.0370395,37.6153,1062.0,-1.515,5.3,6.55,1.0,3575.0
5116,TOI-169,b,0,1,1,2.2554477,0.03524,12.173,251.40353,16.7786879,-75.1989452,407.84,1715.0,0.253,0.76,0.756,4.7,5880.0
5117,TOI-1691,b,0,1,1,16.7369,0.126,3.565,14.6,272.4041179,86.860343,111.445,703.0,-0.031,1.76,1.3043,6.6,5642.0
5118,TOI-1693,b,0,1,1,1.7666957,0.0226,1.41,,90.3083455,34.7730904,30.7947,764.0,,,,,3499.0
5119,TOI-1694,b,0,1,2,3.770107,0.045,5.342,31.3,97.7487104,66.3605956,124.68,943.0,-0.418,1.13,2.3008,4.3,5058.0
5120,TOI-1694,c,0,1,2,393.1,0.1,,297.0,97.7487104,66.3605956,124.68,,-0.418,,2.3008,4.3,5058.0
5121,TOI-1695,b,0,1,1,3.1342791,0.033548,1.9,6.36,21.9217346,72.2966148,45.1309,698.0,-1.354,5.0,5.3,,3690.0
5122,TOI-1696,b,0,1,1,2.500311,0.0229,3.09,48.8,65.280648,48.8198312,64.9172,489.0,-2.148,,16.8,,3185.0
5123,TOI-1710,b,0,2,1,24.283377,0.166,5.203,22.4,94.2838373,76.21102,81.2271,603.0,-0.063,0.87,1.6358,1.5,5684.0
5124,TOI-172,b,0,1,1,9.47725,0.0914,10.817,1722.6386,316.6318791,-26.6928654,342.831,1198.0,0.461,7.53,0.286,7.4,5645.0
5125,TOI-1723,b,0,1,1,13.72641,0.114,3.292,10.4,116.7971978,68.4766845,100.727,783.0,0.064,1.6,1.1317,4.8,5743.0
5126,TOI-1728,b,0,1,1,3.49151,0.0391,5.05,26.78,120.6116787,64.7971531,60.798,767.0,-1.056,1.14,3.78,7.1,3980.0
5127,TOI-1736,b,0,1,2,7.073076,0.073,3.182,12.3,43.4344615,69.101345,88.9482,1100.0,0.271,2.09,0.4967,9.2,5636.0
5128,TOI-1736,c,0,1,2,571.25,1.37,,2441.0,43.4344615,69.101345,88.9482,,0.271,,0.4967,9.2,5636.0
5129,TOI-1739,b,0,1,1,8.303342,0.0742,1.695,,240.172481,83.2586589,70.9819,756.0,-0.524,,2.63,6.3,4922.0
5130,TOI-1742,b,0,1,1,21.269084,0.154,2.365,9.7,257.3288678,71.8766724,72.8871,694.0,0.121,4.0,1.0498,3.9,5815.0
5131,TOI-1749,b,0,1,3,2.38839,0.0291,1.39,57.0,282.7372281,64.419466,99.5561,831.0,,,5.02,0.8,3985.0
5132,TOI-1749,c,0,1,3,4.4929,0.0443,2.12,14.0,282.7372281,64.419466,99.5561,673.0,,,5.02,0.8,3985.0
5133,TOI-1749,d,0,1,3,9.0497,0.0707,2.52,15.0,282.7372281,64.419466,99.5561,533.0,,,5.02,0.8,3985.0
5134,TOI-1751,b,0,1,1,37.46852,0.215,2.951,19.5,243.4888534,63.5335297,113.335,652.0,0.297,4.13,0.578,9.0,5970.0
5135,TOI-1753,b,0,1,1,5.3846104,0.059,2.479,16.6,252.4698351,61.1735768,226.671,1005.0,-0.07,5.95,1.4446,5.9,5621.0
5136,TOI-1758,b,0,1,1,20.705127,0.138,3.557,6.9,354.741581,75.6852317,96.6215,551.0,-0.373,0.83,2.1265,7.5,5151.0
5137,TOI-1759,b,0,1,1,18.85019,0.1177,3.14,10.8,326.8516615,62.7538164,40.0654,443.0,-1.057,1.91,3.949,5.0,4065.0
5138,TOI-1775,b,0,1,1,10.2405549,0.08,8.047,96.0,150.1151015,39.4577506,149.234,708.0,-0.316,1.01,2.2688,0.8,5284.0
5139,TOI-1776,b,0,1,1,2.799868,0.0378,1.216,1.4,164.7772913,40.9837182,44.647,1269.0,-0.053,4.13,1.5677,5.1,5785.0
5140,TOI-178,b,0,1,6,1.914558,0.02607,1.152,1.5,7.3020115,-30.4541159,62.699,1040.0,-0.879,5.4,3.31,7.1,4316.0
5141,TOI-178,c,0,1,6,3.23845,0.037,1.669,4.77,7.3020115,-30.4541159,62.699,873.0,-0.879,5.62,3.31,7.1,4316.0
5142,TOI-178,d,0,1,6,6.5577,0.0592,2.572,3.01,7.3020115,-30.4541159,62.699,690.0,-0.879,0.976,3.31,7.1,4316.0
5143,TOI-178,e,0,1,6,9.961881,0.0783,2.207,3.86,7.3020115,-30.4541159,62.699,600.0,-0.879,1.98,3.31,7.1,4316.0
5144,TOI-178,f,0,1,6,15.231915,0.1039,2.287,7.72,7.3020115,-30.4541159,62.699,521.0,-0.879,3.6,3.31,7.1,4316.0
5145,TOI-178,g,0,1,6,20.7095,0.1275,2.87,3.94,7.3020115,-30.4541159,62.699,470.0,-0.879,0.915,3.31,7.1,4316.0
5146,TOI-1789,b,0,1,1,3.208664,0.04882,16.141,222.47988,142.743406,26.5399951,229.067,1927.0,0.736,0.28,0.208,2.73,5991.0
5147,TOI-1794,b,0,1,1,8.765528,0.082,3.297,8.7,203.3974857,49.0608433,155.791,993.0,0.197,1.31,0.5941,10.8,5631.0
5148,TOI-1798,b,0,1,2,8.02154,0.074,2.385,6.5,211.0939367,46.5192825,113.181,734.0,-0.416,2.61,2.4218,2.6,5106.0
5149,TOI-1798,c,0,1,2,0.4378146,0.0107,1.399,5.6,211.0939367,46.5192825,113.181,1936.0,-0.416,11.17,2.4218,2.6,5106.0
5150,TOI-1799,b,0,1,1,7.085738,0.071,1.422,4.0,167.2329152,34.3030149,62.1274,923.0,-0.062,7.51,1.5171,5.1,5698.0
5151,TOI-1801,b,0,2,1,10.64387,,2.079,5.738,175.5755995,23.0270335,30.6796,494.0,-1.23,3.701,,0.7,3863.0
5152,TOI-1806,b,0,1,1,15.1454693,0.087735,3.41,,166.1181474,30.4585763,55.5211,337.0,,,,,3272.0
5153,TOI-1807,b,0,1,1,0.54937097,0.0122,1.497,2.44,201.2826259,38.9223671,42.5775,1694.0,-0.533,3.98,2.7172,2.1,4914.0
5154,TOI-181,b,0,1,1,4.532,0.0539,6.956,46.1687,352.1725409,-34.4914099,96.2338,895.0,-0.526,0.7562,2.8,5.4,4994.0
5155,TOI-1811,b,0,1,1,3.7130765,0.04389,11.142,308.92921,188.9223576,27.2143766,128.23,962.0,-0.56,1.23,2.54,5.9,4766.0
