rowid,hostname,pl_letter,cb_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,ra,dec,sy_dist,pl_eqt,st_lum,pl_dens,st_dens,st_age,st_teff
1986,Kepler-10,d,0,1,3,151.04,0.5379,,12.68,285.679298,50.2414842,185.506,,,,,10.6,5708.0
1987,Kepler-100,b,0,1,4,6.88705,,1.32,7.34,291.3861294,41.9901394,304.645,,,14.25,0.44,6.46,5825.0
1988,Kepler-100,c,0,1,4,12.8159,,2.2,7.05,291.3861294,41.9901394,304.645,,,,0.44,6.46,5825.0
1989,Kepler-100,d,0,1,4,35.3331,,1.61,3.0,291.3861294,41.9901394,304.645,,,,0.44,6.46,5825.0
1990,Kepler-100,e,0,1,4,60.888588,0.312392,,24.14272,291.3861294,41.9901394,304.645,,,,,,
1991,Kepler-1000,b,0,1,1,120.0181272,,4.76,,286.6854729,47.0981948,1115.62,,,,,1.26,6453.0
1992,Kepler-1001,b,0,1,2,14.30511983,,3.15,,286.2739151,48.6186972,928.978,,,,,4.68,5491.0
1993,Kepler-1001,c,0,1,2,9.18186,,1.578,,286.2739151,48.6186972,928.978,,-0.279,,2.2402,,5376.0
1994,Kepler-1002,b,0,1,1,4.33642933,,1.71,,293.0794629,43.073677,408.303,,,,,4.07,6144.0
1995,Kepler-1003,b,0,1,1,3.55485691,,1.78,,292.0204349,44.8762427,941.902,,,,,3.16,6109.0
1996,Kepler-1004,b,0,1,1,5.28789787,,6.28,,297.3593427,49.7975464,1152.68,,,,,7.76,4972.0
1997,Kepler-1005,b,0,1,1,6.49801525,,1.5,,286.2858998,43.3205085,567.806,,,,,6.17,5782.0
1998,Kepler-1006,b,0,1,1,19.76172042,,1.54,,295.7542063,42.5373065,,,,,,4.27,5328.0
1999,Kepler-1007,b,0,1,1,5.18500207,,1.44,,295.9065297,45.8090893,,,,,,4.17,4587.0
2000,Kepler-1008,b,0,2,1,12.43931193,,1.28,,296.5476395,44.9418307,282.565,,,,,6.76,5066.0
2001,Kepler-1009,b,0,1,1,11.35011917,,2.17,,282.8598614,42.6658336,355.019,,,,,3.16,4027.0
2002,Kepler-101,b,0,1,2,3.4876812,0.0474,5.77,51.1,283.255507,48.3552474,927.981,1513.0,,1.45,0.437,5.9,5667.0
2003,Kepler-101,c,0,1,2,6.02976,0.0684,1.25,3.78,283.255507,48.3552474,927.981,1413.0,,10.5,0.437,5.9,5667.0
2004,Kepler-1010,b,0,1,1,34.2685705,,2.32,,289.1926026,44.1493165,579.273,,,,,4.79,5253.0
2005,Kepler-1011,b,0,1,1,5.75322197,,2.87,,297.4015491,46.8239976,736.779,,,,,4.47,5416.0
2006,Kepler-1012,b,0,1,1,5.50860439,,1.29,,289.2962253,46.4579889,411.077,,,,,3.72,5556.0
2007,Kepler-1013,b,0,1,1,18.93054959,,2.15,,290.2481023,44.4352935,422.246,,,,,4.27,4954.0
2008,Kepler-1014,b,0,1,1,16.57110363,,2.39,,285.1219875,44.1105331,624.8,,,,,4.79,5388.0
2009,Kepler-1015,b,0,1,1,16.00494214,,3.55,,292.7573088,43.4268439,739.357,,,,,1.58,6769.0
2010,Kepler-1016,b,0,1,2,1.95452434,,2.18,,294.613689,45.9846265,1402.82,,,,,3.89,5821.0
2011,Kepler-1016,c,0,1,2,105.6551369,,3.68,,294.613689,45.9846265,1402.82,,,,,3.89,5821.0
2012,Kepler-1017,b,0,1,1,7.23400469,,1.99,,283.469299,40.1325185,552.058,,,,,2.95,5473.0
2013,Kepler-1018,b,0,1,1,49.1013514,,2.58,,283.5967317,45.4078654,1010.01,,,,,4.47,5518.0
2014,Kepler-1019,b,0,1,1,1.41122985,,1.46,,283.7175909,47.2043818,194.182,,,,,3.55,4433.0
2015,Kepler-102,b,0,1,5,5.286965,0.05521,0.46,1.1,281.4824731,47.2078263,107.796,857.0,,62.0,,1.1,4909.0
2016,Kepler-102,c,0,1,5,7.071392,0.06702,0.567,1.7,281.4824731,47.2078263,107.796,777.0,,52.0,,1.1,4909.0
2017,Kepler-102,d,0,1,5,10.311767,0.08618,1.154,3.0,281.4824731,47.2078263,107.796,686.0,,10.7,,1.1,4909.0
2018,Kepler-102,e,0,1,5,16.1456994,0.1162,2.17,4.7,281.4824731,47.2078263,107.796,590.0,,2.5,,1.1,4909.0
2019,Kepler-102,f,0,1,5,27.453592,0.1656,0.861,4.3,281.4824731,47.2078263,107.796,495.0,,37.0,,1.1,4909.0
2020,Kepler-1020,b,0,1,1,96.9151496,,2.28,,292.672471,46.3772776,415.358,,,,,3.63,5227.0
2021,Kepler-1021,b,0,1,1,13.47469571,,2.33,,295.2048999,42.5596699,810.082,,,,,4.68,5431.0
2022,Kepler-1022,b,0,1,1,10.99469878,,2.36,,289.3520595,46.9736345,420.042,,,,,3.63,4445.0
2023,Kepler-1023,b,0,1,1,62.1387714,,2.63,,289.0297232,49.7697034,694.175,,,,,4.47,5494.0
2024,Kepler-1024,b,0,1,1,66.4162133,,3.91,,291.9510277,38.2516419,1087.4,,,,,5.25,5143.0
2025,Kepler-1025,b,0,1,1,37.3229493,,1.98,,284.510214,43.9615628,803.776,,,,,3.31,6089.0
2026,Kepler-1026,b,0,1,1,36.5156053,,2.21,,283.6053012,39.9979286,351.239,,,,,4.57,4948.0
2027,Kepler-1027,b,0,2,1,1.9078052,,0.89,,287.5711746,42.8138159,405.104,,,,,1.41,5436.0
2028,Kepler-1028,b,0,1,1,2.51462432,,1.33,,289.5931004,49.7812447,607.916,,,,,4.68,5522.0
2029,Kepler-1029,b,0,1,1,4.41769648,,1.26,,292.1328738,41.5474786,366.656,,,,,4.07,5030.0
2030,Kepler-103,b,0,1,2,15.9653287,0.13223,3.486,9.8,288.9845512,40.0644857,494.832,973.0,,1.28,,,6009.0
2031,Kepler-103,c,0,1,2,179.60978,0.6639,5.45,38.0,288.9845512,40.0644857,494.832,434.0,,1.29,,,6009.0
2032,Kepler-1030,b,0,1,1,19.32952416,,2.48,,293.6819098,45.8175241,758.702,,,,,4.37,4983.0
2033,Kepler-1031,b,0,1,1,1.22621732,,0.87,,296.0898796,48.9554121,682.882,,,,,3.39,6011.0
2034,Kepler-1032,b,0,1,1,3.29011795,,1.87,,289.9308779,40.0977109,673.01,,,,,1.86,4647.0
2035,Kepler-1033,b,0,1,1,7.56052806,,2.51,,283.8450963,44.6090251,1455.5,,,,,5.01,5547.0
2036,Kepler-1034,b,0,1,1,12.12400943,,2.26,,286.1154093,37.9669464,654.549,,,,,4.79,5198.0
2037,Kepler-1035,b,0,1,1,2.71407755,,1.17,,289.042243,42.8824991,562.116,,,,,4.47,5763.0
2038,Kepler-1036,b,0,1,1,122.8808058,,3.01,,295.1817093,49.9458172,489.435,,,,,3.24,5533.0
2039,Kepler-1037,b,0,1,1,1.06378867,,1.28,,296.3410342,47.1709335,446.914,,,,,5.13,5105.0
2040,Kepler-1038,b,0,1,2,148.4603382,,3.53,,298.9721472,44.1323499,584.136,,,,,4.27,5335.0
2041,Kepler-1038,c,0,1,2,7.1276598,,1.416,,298.9721472,44.1323499,584.136,,,,3.9606,,5159.0
2042,Kepler-1039,b,0,1,1,0.93488424,,1.46,,298.3266169,45.3154212,306.91,,,,,4.37,4870.0
2043,Kepler-104,b,0,2,3,11.427548,0.094,3.1,,287.6046621,42.1665104,400.785,,,,,,5711.0
2044,Kepler-104,c,0,2,3,23.668205,0.153,3.13,,287.6046621,42.1665104,400.785,,,,,,5711.0
2045,Kepler-104,d,0,2,3,51.755394,0.257,3.58,,287.6046621,42.1665104,400.785,,,,,,5711.0
2046,Kepler-1040,b,0,1,1,201.1214,,2.08,,283.1137663,48.1312774,482.119,,,,,4.17,5694.0
2047,Kepler-1041,b,0,1,1,24.7576421,,2.94,,293.8817361,49.6831419,1485.82,,,,,3.55,5957.0
2048,Kepler-1042,b,0,1,1,10.13202575,,2.19,,288.6689428,39.8239935,,,,,,4.79,4815.0
2049,Kepler-1043,b,0,1,1,38.5053398,,2.55,,281.6629579,47.5685927,903.332,,,,,4.47,5629.0
2050,Kepler-1044,b,0,1,1,6.77408868,,2.67,,293.1444017,46.6662155,1278.96,,,,,3.55,5985.0
2051,Kepler-1045,b,0,1,1,26.41045478,,2.69,,284.1832668,45.0740897,942.485,,,,,4.47,5301.0
2052,Kepler-1046,b,0,1,1,14.37508035,,1.71,,296.7558056,46.9982799,721.534,,,,,3.63,5913.0
2053,Kepler-1047,b,0,1,2,56.1886887,,2.09,,288.6462564,50.7889645,817.647,,,,,4.47,5754.0
2054,Kepler-1047,c,0,1,2,3.18897601,,0.99,,288.6462564,50.7889645,817.647,,,,,4.47,5754.0
2055,Kepler-1048,b,0,1,1,6.92101021,,1.61,,281.8983042,42.1657112,556.006,,,,,3.98,4651.0
2056,Kepler-1049,b,0,1,1,3.27346074,,0.95,,287.3469567,47.7729078,162.006,,,,,3.8,3864.0
2057,Kepler-105,b,0,1,2,5.4122,0.066,4.81,,287.8872376,46.2761224,459.223,1418.0,0.607,,0.46,,6397.0
2058,Kepler-105,c,0,1,2,7.1262,,1.31,4.6,287.8872376,46.2761224,459.223,,,11.2,,,5827.0
2059,Kepler-1050,b,0,1,2,15.3787546,,1.6,,282.9249847,48.6264015,490.488,,,,,3.55,6010.0
2060,Kepler-1050,c,0,1,2,21.1284569,,1.48,,282.9249847,48.6264015,490.488,,,,,3.55,6010.0
2061,Kepler-1051,b,0,1,1,25.96200249,,3.4,,295.1581062,40.8988186,829.343,,,,,1.74,6675.0
2062,Kepler-1052,b,0,1,2,34.8538276,,2.93,,295.34273,46.6022134,943.444,,,,,3.55,5888.0
2063,Kepler-1052,c,0,1,2,180.921729,0.6135,2.3,,295.34273,46.6022134,943.444,302.0,,,2.2584,,5818.0
2064,Kepler-1053,b,0,1,1,2.41435165,,0.98,,291.4186349,39.1273664,151.129,,,,,3.09,4529.0
2065,Kepler-1054,b,0,1,1,4.30655689,,2.63,,290.6011085,44.5563604,1090.51,,,,,2.82,6209.0
2066,Kepler-1055,b,0,1,1,2.29503623,,1.23,,290.4867838,44.932541,389.397,,,,,3.09,5723.0
2067,Kepler-1056,b,0,1,1,27.495606,,3.01,,299.5259832,46.8992561,982.51,,,,,2.95,6127.0
2068,Kepler-1057,b,0,1,1,14.08827448,,3.36,,297.4521311,41.5580816,1201.82,,,,,3.09,5987.0
2069,Kepler-1058,b,0,1,1,110.96546,,2.72,,294.5956256,45.8750556,491.997,,,,,3.39,4644.0
2070,Kepler-1059,b,0,1,1,3.76419105,,1.73,,289.2202147,41.7064385,713.167,,,,,5.37,4906.0
2071,Kepler-106,b,0,1,4,6.16486,,0.82,5.3,300.864006,44.3375497,444.322,,,,1.38,4.83,5858.0
2072,Kepler-106,c,0,1,4,13.5708,,2.5,10.44,300.864006,44.3375497,444.322,,,3.28,1.38,4.83,5858.0
2073,Kepler-106,d,0,1,4,23.9802,,0.95,8.1,300.864006,44.3375497,444.322,,,,1.38,4.83,5858.0
2074,Kepler-106,e,0,1,4,43.8445,,2.56,11.17,300.864006,44.3375497,444.322,,,3.1,1.38,4.83,5858.0
2075,Kepler-1060,b,0,1,1,46.8779367,,2.38,,286.0252285,39.6309204,946.565,,,,,4.27,5797.0
2076,Kepler-1061,b,0,1,1,2.75798267,,1.98,,296.2300306,50.2752091,543.375,,,,,2.14,6067.0
2077,Kepler-1062,b,0,1,1,9.30412078,,1.76,,283.8994187,41.221594,397.455,,,,,2.45,4597.0
2078,Kepler-1063,b,0,2,1,14.07971466,,1.49,,290.5267975,38.1428283,343.226,,,,,3.39,5945.0
2079,Kepler-1064,b,0,1,1,16.54080322,,1.55,,291.7415821,37.6888103,,,,,,3.89,5153.0
2080,Kepler-1065,b,0,1,2,3.60930891,,3.73,,294.511319,38.7904648,1122.48,,,,,4.47,5635.0
2081,Kepler-1065,c,0,1,2,2.37030743,,1.6,,294.511319,38.7904648,1122.48,,,,,4.47,5635.0
2082,Kepler-1066,b,0,1,1,1.93155984,,2.36,,298.866621,46.5022325,344.251,,,,,3.8,5762.0
2083,Kepler-1067,b,0,1,2,0.76212926,,0.8,,285.3873706,45.0490265,667.693,,,,,4.79,5592.0
2084,Kepler-1067,c,0,1,2,5.4258399,,1.747,,285.3873706,45.0490265,667.693,,,,2.8991,,5594.0
2085,Kepler-1068,b,0,1,1,16.92344113,,3.63,,294.6481708,46.3923173,1473.61,,,,,4.17,5806.0
2086,Kepler-1069,b,0,1,1,23.8990296,,1.6,,290.9792378,47.9889097,695.967,,,,,4.37,5722.0
2087,Kepler-107,b,0,1,4,3.1800218,0.04544,1.536,3.8,297.028162,48.2086019,525.997,1592.0,,5.8,,4.29,5854.0
2088,Kepler-107,c,0,1,4,4.901452,0.06064,1.597,10.0,297.028162,48.2086019,525.997,1378.0,,13.5,,4.29,5854.0
2089,Kepler-107,d,0,1,4,7.95839,0.08377,0.86,7.7,297.028162,48.2086019,525.997,1173.0,,67.0,,4.29,5854.0
2090,Kepler-107,e,0,1,4,14.749143,0.12638,2.903,14.1,297.028162,48.2086019,525.997,955.0,,3.18,,4.29,5854.0
2091,Kepler-1070,b,0,1,1,6.2216147,,1.73,,293.1953923,49.316541,939.001,,,,,2.75,6261.0
2092,Kepler-1071,b,0,1,1,6.1799844,,2.38,,293.0579794,45.2487472,1042.27,,,,,4.27,5215.0
2093,Kepler-1072,b,0,1,1,1.5690665,,1.58,,292.0443891,46.3289723,982.716,,,,,2.88,6199.0
2094,Kepler-1073,b,0,1,3,8.67888593,,2.3,,294.1527259,38.2330886,809.897,,,,,3.72,5792.0
2095,Kepler-1073,c,0,1,3,4.02582254,,1.64,,294.1527259,38.2330886,809.897,,,,,3.72,5792.0
2096,Kepler-1073,d,0,1,3,2.50476003,,1.488,,294.1527259,38.2330886,809.897,,,,1.6058,,5509.0
2097,Kepler-1074,b,0,1,1,5.94566534,,1.25,,284.4766869,46.2526781,250.817,,,,,3.55,4002.0
2098,Kepler-1075,b,0,1,1,1.52372816,,1.42,,287.5011404,47.4691157,291.275,,,,,2.95,3959.0
2099,Kepler-1076,b,0,1,1,6.14727918,,0.8,,287.5902594,51.0606047,,,,,,3.72,4868.0
2100,Kepler-1077,b,0,1,1,34.3511874,,2.77,,291.0336333,42.2678448,1101.42,,,,,4.17,5816.0
2101,Kepler-1078,b,0,1,1,3.00725242,,1.9,,293.2005664,43.0500379,2481.71,,,,,4.37,5612.0
2102,Kepler-1079,b,0,1,1,13.24503188,,1.63,,299.5495794,45.7696769,591.098,,,,,6.61,5758.0
2103,Kepler-108,b,0,2,2,49.183921,0.292,8.65,,294.5589885,46.0623952,338.732,,,,,,5854.0
2104,Kepler-108,c,0,2,2,190.323494,0.721,8.18,,294.5589885,46.0623952,338.732,,,,,,5854.0
2105,Kepler-1080,b,0,1,1,77.2548396,,3.28,,296.4644914,49.1828952,1382.82,,,,,3.89,5956.0
2106,Kepler-1081,b,0,1,1,3.85691855,,1.01,,289.444752,41.3179652,420.215,,,,,4.68,5345.0
2107,Kepler-1082,b,0,1,1,1.5432066,,1.12,,289.3586737,50.5984489,739.557,,,,,5.75,5923.0
2108,Kepler-1083,b,0,1,1,33.4177993,,3.36,,283.1618831,45.198336,902.633,,,,,4.68,5049.0
2109,Kepler-1084,b,0,1,1,2.05333679,,1.11,,290.1019809,48.251146,405.533,,,,,4.07,6113.0
2110,Kepler-1085,b,0,1,2,219.3217528,,7.22,,287.4776359,46.1411685,1364.53,,,,,3.39,6000.0
2111,Kepler-1085,c,0,1,2,56.7771,,3.268,,287.4776359,46.1411685,1364.53,,0.079,,1.1807,,5816.0
2112,Kepler-1086,b,0,2,2,18.78425728,,2.44,,295.251187,45.8429537,466.084,,,,,2.88,4350.0
2113,Kepler-1086,c,0,2,2,161.5163345,,2.94,,295.251187,45.8429537,466.084,,,,,2.88,4350.0
2114,Kepler-1087,b,0,1,1,0.69384285,,0.61,,294.9789253,46.0056741,362.623,,,,,3.55,5589.0
2115,Kepler-1088,b,0,1,1,23.12748644,,1.42,,281.5614578,42.4504087,280.629,,,,,3.02,5975.0
2116,Kepler-1089,b,0,1,1,5.13248562,,1.83,,291.0926509,49.1901729,259.328,,,,,3.72,3753.0
2117,Kepler-109,b,0,1,2,6.4816307,0.0701,2.49,4.9,290.3926795,40.2849074,474.861,1276.0,,1.7,,6.2,5950.0
2118,Kepler-109,c,0,1,2,21.22265,0.1546,2.65,8.2,290.3926795,40.2849074,474.861,859.0,,2.4,,6.2,5950.0
2119,Kepler-1090,b,0,1,2,198.680179,,2.25,,295.6629002,44.5258237,858.77,,,,,4.37,5321.0
2120,Kepler-1090,c,0,1,2,42.42720032,,3.293,,295.6629002,44.5258237,858.77,,,,0.0895,,5330.0
2121,Kepler-1091,b,0,1,1,1.43474156,,1.46,,299.7854426,43.6707235,914.299,,,,,3.47,5851.0
2122,Kepler-1092,b,0,1,1,58.6017925,,2.07,,297.7232008,47.1126833,981.233,,,,,3.8,5862.0
2123,Kepler-1093,b,0,1,2,25.0824626,,1.95,,284.9780251,41.4202077,1072.88,,,,,2.95,6166.0
2124,Kepler-1093,c,0,1,2,89.722292,,1.96,,284.9780251,41.4202077,1072.88,,,,,2.95,6166.0
2125,Kepler-1094,b,0,1,1,78.1000231,,3.18,,292.3012109,38.2669983,1291.01,,,,,3.09,6112.0
2126,Kepler-1095,b,0,1,1,4.27103091,,1.21,,293.2624215,41.3650155,792.522,,,,,4.47,5658.0
2127,Kepler-1096,b,0,1,1,2.89221751,,1.24,,294.7094688,45.9695533,377.976,,,,,3.8,4306.0
2128,Kepler-1097,b,0,1,1,187.747029,,3.26,,281.5941261,42.5963949,719.802,,,,,4.9,5211.0
2129,Kepler-1098,b,0,1,1,2.54307286,,1.3,,295.502673,43.2326992,1049.19,,,,,3.98,5794.0
2130,Kepler-1099,b,0,1,1,2.16845259,,2.83,,288.7499866,48.2771163,1022.8,,,,,3.63,5837.0
2131,Kepler-11,b,0,1,6,10.3039,0.091,1.8,1.9,297.1150949,41.9091092,646.346,,,1.72,1.122,8.5,5663.0
2132,Kepler-11,c,0,1,6,13.0241,0.107,2.87,2.9,297.1150949,41.9091092,646.346,,,0.66,1.122,8.5,5663.0
2133,Kepler-11,d,0,1,6,22.6845,0.155,3.12,7.3,297.1150949,41.9091092,646.346,,,1.28,1.122,8.5,5663.0
2134,Kepler-11,e,0,1,6,31.9996,0.195,4.19,8.0,297.1150949,41.9091092,646.346,,,0.58,1.122,8.5,5663.0
2135,Kepler-11,f,0,1,6,46.6888,0.25,2.49,2.0,297.1150949,41.9091092,646.346,,,0.69,1.122,8.5,5663.0
2136,Kepler-11,g,0,1,6,118.3807,0.466,3.33,25.0,297.1150949,41.9091092,646.346,,,4.0,1.122,8.5,5663.0
2137,Kepler-110,b,0,1,2,12.691112,0.107,1.83,,292.9291693,48.6028303,586.531,,,,,,5960.0
2138,Kepler-110,c,0,1,2,31.719775,0.198,2.21,,292.9291693,48.6028303,586.531,,,,,,5960.0
2139,Kepler-1100,b,0,1,1,6.42200058,,1.75,,291.8713535,44.0873907,693.618,,,,,2.69,6247.0
2140,Kepler-1101,b,0,1,1,81.3151059,,2.47,,294.5693544,45.6711623,742.473,,,,,4.27,5614.0
2141,Kepler-1102,b,0,1,1,51.3285623,,2.66,,281.3225917,48.0664955,1246.05,,,,,4.37,5724.0
2142,Kepler-1103,b,0,1,1,19.79191978,,2.27,,287.3821348,49.4524247,1331.92,,,,,3.31,6092.0
2143,Kepler-1104,b,0,1,1,5.03728015,,1.23,,294.4685197,49.3309789,530.658,,,,,2.04,6417.0
2144,Kepler-1105,b,0,1,1,4.42157218,,2.01,,281.1117588,42.4549698,318.004,,,,,8.71,4299.0
2145,Kepler-1106,b,0,1,1,1.25275217,,1.65,,291.1451576,44.0624715,1090.7,,,,,3.09,6104.0
2146,Kepler-1107,b,0,1,1,0.57103852,,1.34,,291.049934,39.141674,428.798,,,,,4.47,5268.0
2147,Kepler-1108,b,0,1,1,4.51005748,,1.46,,296.0422962,45.98514,767.701,,,,,4.17,5406.0
2148,Kepler-1109,b,0,1,1,37.6467384,,2.19,,291.6462654,39.3966122,685.087,,,,,3.8,5893.0
2149,Kepler-111,b,0,1,2,3.341815,0.046,1.58,,291.653163,44.6882613,657.223,,,,,,5952.0
2150,Kepler-111,c,0,1,2,224.77833,0.751,7.084,222.47988,291.653163,44.6882613,657.223,352.0,0.158,3.42,1.05,3.4,5914.0
2151,Kepler-1110,b,0,1,1,9.69312032,,2.66,,291.8080645,38.6226615,726.828,,,,,4.79,4781.0
2152,Kepler-1111,b,0,1,1,8.79617863,,2.0,,295.4634045,45.8127697,841.536,,,,,3.16,6077.0
2153,Kepler-1112,b,0,1,1,14.36267939,,3.02,,296.9687937,47.7514799,1671.28,,,,,2.09,6496.0
2154,Kepler-1113,b,0,1,1,42.3004954,,2.81,,289.4066969,39.338813,1073.88,,,,,3.55,5931.0
2155,Kepler-1114,b,0,1,1,14.97435694,,1.35,,299.2370531,45.8347781,418.417,,,,,4.27,5374.0
2156,Kepler-1115,b,0,1,1,23.5540725,,1.7,,294.9917723,40.1443964,983.245,,,,,1.12,8480.0
2157,Kepler-1116,b,0,1,1,41.6977827,,2.54,,291.9336573,44.1154992,1008.57,,,,,4.9,5641.0
2158,Kepler-1117,b,0,1,1,4.79028459,,1.11,,292.0847866,49.2374206,568.487,,,,,4.27,5612.0
2159,Kepler-1118,b,0,1,1,38.6715075,,2.74,,299.9656619,44.1608805,888.325,,,,,4.07,5688.0
2160,Kepler-1119,b,0,1,1,8.3265153,,1.92,,297.0191018,44.3274936,1757.23,,,,,3.09,6083.0
2161,Kepler-112,b,0,1,2,8.408878,0.076,2.36,,296.9811361,43.2097025,513.206,,,,,,5544.0
2162,Kepler-112,c,0,1,2,28.574263,0.172,2.4,,296.9811361,43.2097025,513.206,,,,,,5544.0
2163,Kepler-1120,b,0,1,1,2.94902905,,1.38,,290.9144516,42.2865522,615.231,,,,,4.68,4904.0
2164,Kepler-1121,b,0,1,1,13.15141081,,1.91,,297.7865467,47.8861542,482.047,,,,,3.02,6231.0
2165,Kepler-1122,b,0,1,1,42.1917357,,2.04,,288.2805801,46.3408747,1230.42,,,,,4.68,5544.0
2166,Kepler-1123,b,0,1,1,4.33946454,,1.67,,294.5177291,50.6703927,704.323,,,,,5.13,5500.0
2167,Kepler-1124,b,0,1,1,2.85234897,,1.28,,286.5942529,37.8912836,289.899,,,,,3.39,3658.0
2168,Kepler-1125,b,0,1,1,17.6700642,,1.84,,295.4812018,40.7319316,2011.41,,,,,4.17,5683.0
2169,Kepler-1126,b,0,1,2,108.593329,,1.73,,285.691955,45.6893993,635.736,,,,,5.5,5798.0
2170,Kepler-1126,c,0,1,2,199.66876,0.6193,1.45,,285.691955,45.6893993,635.736,305.0,,,2.4075,,5678.0
2171,Kepler-1127,b,0,1,1,5.12330347,,1.96,,293.2173563,42.7205846,842.459,,,,,4.37,5664.0
2172,Kepler-1128,b,0,1,1,61.6178167,,3.65,,293.063315,39.4034052,1083.41,,,,,4.57,5543.0
2173,Kepler-1129,b,0,1,2,24.3397804,,2.96,,291.6044965,41.3093275,1183.88,,,,,4.07,5831.0
2174,Kepler-1129,c,0,1,2,76.5369586,,2.73,,291.6044965,41.3093275,1183.88,,,,,4.07,5831.0
2175,Kepler-113,b,0,1,2,4.754,,1.82,11.7,287.9978721,50.9441847,262.351,,,10.73,2.71,6.89,4725.0
2176,Kepler-113,c,0,1,2,8.92507,,2.18,8.7,287.9978721,50.9441847,262.351,,,,2.71,6.89,4725.0
2177,Kepler-1130,b,0,2,3,5.45298175,,0.8,,285.207421,45.384333,249.343,,,,,1.58,5403.0
2178,Kepler-1130,c,0,2,3,3.26663995,,0.792,,285.207421,45.384333,249.343,,,,1.5889,,5450.0
2179,Kepler-1130,d,0,2,3,4.27225017,,0.645,,285.207421,45.384333,249.343,,,,1.2086,,5450.0
2180,Kepler-1131,b,0,1,1,3.53232449,,1.59,,295.6514492,49.2612954,1030.7,,,,,4.17,5851.0
2181,Kepler-1132,b,0,1,1,62.8916228,,2.35,,286.3675188,48.4238906,867.931,,,,,4.57,5298.0
2182,Kepler-1133,b,0,1,1,11.55562343,,1.97,,293.3224114,42.8674925,753.135,,,,,4.07,5569.0
2183,Kepler-1134,b,0,1,1,17.13263989,,2.64,,295.5678578,42.4781064,944.445,,,,,4.9,5281.0
2184,Kepler-1135,b,0,1,1,76.957857,,1.85,,286.0029904,44.7565551,1314.64,,,,,4.47,5656.0
2185,Kepler-1136,b,0,1,1,2.36172433,,1.64,,284.1078441,44.2458047,491.406,,,,,3.24,4512.0
2186,Kepler-1137,b,0,1,1,23.9210791,,2.2,,287.1302407,48.665347,921.778,,,,,1.58,6807.0
2187,Kepler-1138,b,0,1,1,3.17060005,,1.7,,285.8993164,48.307285,872.328,,,,,4.37,5582.0
2188,Kepler-1139,b,0,1,1,0.81316672,,1.19,,287.9455985,39.2305281,495.156,,,,,4.47,5550.0
2189,Kepler-114,b,0,1,3,5.188549,0.053,1.26,,294.121482,48.3497977,259.533,,,,,,4605.0
2190,Kepler-114,c,0,1,3,8.041,,1.6,2.8,294.121482,48.3497977,259.533,,,,,,
2191,Kepler-114,d,0,1,3,11.776,,2.53,3.9,294.121482,48.3497977,259.533,,,,,,
2192,Kepler-1140,b,0,1,1,24.0862707,,2.77,,281.6940529,46.946521,656.48,,,,,5.01,4850.0
2193,Kepler-1141,b,0,1,1,2.34451194,,0.82,,290.5436836,47.7259073,393.642,,,,,6.17,5791.0
2194,Kepler-1142,b,0,1,1,18.3027248,,1.47,,292.7144796,44.0822816,1273.51,,,,,5.37,5685.0
2195,Kepler-1143,b,0,1,2,2.88890485,,1.67,,287.302772,39.2896399,555.189,,,,,4.79,5053.0
2196,Kepler-1143,c,0,1,2,210.630591,,3.6,,287.302772,39.2896399,555.189,,,,,4.79,5053.0
2197,Kepler-1144,b,0,1,1,17.14647302,,1.99,,290.0432936,47.2578857,1140.57,,,,,3.98,5753.0
2198,Kepler-1145,b,0,1,1,3.97076766,,1.4,,295.3081524,43.0444026,691.961,,,,,4.79,5064.0
2199,Kepler-1146,b,0,1,1,2.3522658,,1.23,,286.716712,47.425658,703.038,,,,,4.9,4692.0
2200,Kepler-1147,b,0,1,1,10.62784997,,2.61,,292.5474753,41.6429221,1657.36,,,,,3.8,5941.0
2201,Kepler-1148,b,0,1,1,1.10446351,,1.69,,290.9536059,45.7195545,625.692,,,,,4.57,5054.0
2202,Kepler-1149,b,0,1,1,3.73089898,,1.44,,294.1891824,45.1515263,1217.73,,,,,3.98,5833.0
2203,Kepler-115,b,0,1,2,2.403679,0.036,1.09,,297.7119299,45.261985,623.609,,,,,,5979.0
2204,Kepler-115,c,0,1,2,8.990889,0.087,2.6,,297.7119299,45.261985,623.609,,,,,,5979.0
2205,Kepler-1150,b,0,2,1,2.78786839,,1.02,,296.7244553,49.5326846,358.518,,,,,4.68,4754.0
2206,Kepler-1151,b,0,1,1,65.6478424,,2.22,,292.2477819,47.8784257,682.436,,,,,4.37,5470.0
2207,Kepler-1152,b,0,1,1,1.64680191,,0.87,,290.4341483,44.1077802,215.233,,,,,3.47,3964.0
2208,Kepler-1153,b,0,1,1,1.75583533,,1.73,,289.1471849,45.86613,1119.49,,,,,4.57,5470.0
2209,Kepler-1154,b,0,1,2,5.1856142,,2.34,,297.4771158,39.8772345,1460.1,,,,,2.29,6327.0
2210,Kepler-1154,c,0,1,2,8.45808312,,2.36,,297.4771158,39.8772345,1460.1,,,,,2.29,6327.0
2211,Kepler-1155,b,0,1,1,33.469743,,2.03,,288.8206058,39.5228712,1128.72,,,,,3.72,5842.0
2212,Kepler-1156,b,0,1,1,11.89520511,,1.32,,288.9240901,46.0575865,691.331,,,,,4.47,5778.0
